Campaign name,Ad Group Name,Ad Name,Date,Cost,CPC (Destination),CPM,Impression,Clicks (Destination),CTR (Destination),Conversions,CPA,Currency
K | ABO | 20-01-2023 | testing,Ad group 20240120100325,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:04:30,2024-01-21,88908,2339,9051,9822,38,0.39,2,44454,IDR
K | ABO | 20-01-2023 | testing,Ad group 20240120100325,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:04:30,2024-01-22,160071,1510,7226,22151,106,0.48,1,160071,IDR
K | ABO | 20-01-2023 | testing,Ad group 20240120100325,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:04:30,2024-01-23,265492,1499,7902,33598,177,0.53,0,0,IDR
K | ABO | 20-01-2023 | testing,Ad group 20240120100325,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:04:30,2024-01-24,236181,1476,13243,17834,160,0.9,1,236181,IDR
K | ABO | 20-01-2023 | testing,Ad group 20240120100325,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:04:30,2024-01-25,47080,2769,17921,2627,17,0.65,1,47080,IDR
K | ABO | 20-01-2023 | testing,Ad group 20240120100325,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:04:30,2024-01-26,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 20-01-2023 | testing,Ad group 20240120100325,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:04:30,2024-01-27,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 20-01-2023 | testing,Ad group 20240120100325,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:04:30,2024-01-28,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 20-01-2023 | testing,Ad group 20240120100325,LP TAMBAH 1 BOTOL REV.mov_2024-01-20 10:04:30,2024-01-29,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 12-02-2024 | scale out,ID/18-44/High spend power/Balanced,LP TAMBAH 1 BOTOL REV.mov_2024-02-12 10:51:04,2024-02-12,84033,3001,12853,6538,28,0.43,0,0,IDR
K | ABO | 12-02-2024 | scale out,ID/18-44/High spend power/Balanced,LP TAMBAH 1 BOTOL REV.mov_2024-02-12 10:51:04,2024-02-13,128728,4767,12663,10165,27,0.27,0,0,IDR
K | ABO | 12-02-2024 | scale out,ID/18-44/High spend power/Balanced,LP TAMBAH 1 BOTOL REV.mov_2024-02-12 10:51:04,2024-02-14,25835,2583,12390,2085,10,0.48,0,0,IDR
K | ABO | 12-02-2024 | scale out,ID/18-44/High spend power/Balanced,LP TAMBAH 1 BOTOL REV.mov_2024-02-12 10:51:04,2024-02-15,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 12-02-2024 | scale out,ID/18-44/High spend power/Balanced,LP TAMBAH 1 BOTOL REV.mov_2024-02-12 10:51:04,2024-02-16,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 12-02-2024 | scale out,ID/18-44/High spend power/Balanced,LP TAMBAH 1 BOTOL REV.mov_2024-02-12 10:51:04,2024-02-17,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 12-02-2024 | scale out,ID/18-44/High spend power/Balanced,LP TAMBAH 1 BOTOL REV.mov_2024-02-12 10:51:04,2024-02-18,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 12-02-2024 | scale out,ID/18-44/High spend power/Balanced,LP TAMBAH 1 BOTOL REV.mov_2024-02-12 10:51:04,2024-02-24,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 09-02-2024 | scale out,ID/25-54/High Spend Power/Balanced,LP TAMBAH 2 BOTOL.mov_2024-02-09 08:33:42,2024-02-09,89735,4486,9601,9346,20,0.21,0,0,IDR
K | ABO | 09-02-2024 | scale out,ID/25-54/High Spend Power/Balanced,LP TAMBAH 2 BOTOL.mov_2024-02-09 08:33:42,2024-02-10,166060,4612,13066,12709,36,0.28,1,166060,IDR
K | ABO | 09-02-2024 | scale out,ID/25-54/High Spend Power/Balanced,LP TAMBAH 2 BOTOL.mov_2024-02-09 08:33:42,2024-02-11,175809,2068,10336,17008,85,0.5,0,0,IDR
K | ABO | 09-02-2024 | scale out,ID/25-54/High Spend Power/Balanced,LP TAMBAH 2 BOTOL.mov_2024-02-09 08:33:42,2024-02-12,622,0,44428,14,0,0.0,0,0,IDR
K | ABO | 09-02-2024 | scale out,ID/25-54/High Spend Power/Balanced,LP TAMBAH 2 BOTOL.mov_2024-02-09 08:33:42,2024-02-13,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 09-02-2024 | scale out,ID/25-54/High Spend Power/Balanced,LP TAMBAH 2 BOTOL.mov_2024-02-09 08:33:42,2024-02-14,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 09-02-2024 | scale out,ID/25-54/High Spend Power/Balanced,LP TAMBAH 2 BOTOL.mov_2024-02-09 08:33:42,2024-02-15,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 09-02-2024 | scale out,ID/25-54/High Spend Power/Balanced,LP TAMBAH 2 BOTOL.mov_2024-02-09 08:33:42,2024-02-16,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 09-02-2024 | scale out,ID/25-54/High Spend Power/Balanced,LP TAMBAH 2 BOTOL.mov_2024-02-09 08:33:42,2024-03-02,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 02-02-2024 | scale out,"ID/18-44/Balanced/Traditional & Ceremonial Clothing, Women Clothing/",LP TREND IMLEK.mov_2024-02-02 11:03:08,2024-02-02,17602,4400,8658,2033,4,0.2,0,0,IDR
K | ABO | 02-02-2024 | scale out,"ID/18-44/Balanced/Traditional & Ceremonial Clothing, Women Clothing/",LP TREND IMLEK.mov_2024-02-02 11:03:08,2024-02-03,39421,6570,10782,3656,6,0.16,0,0,IDR
K | ABO | 02-02-2024 | scale out,"ID/18-44/Balanced/Traditional & Ceremonial Clothing, Women Clothing/",LP TREND IMLEK.mov_2024-02-02 11:03:08,2024-02-04,19194,6398,15849,1211,3,0.25,0,0,IDR
K | ABO | 02-02-2024 | scale out,"ID/18-44/Balanced/Traditional & Ceremonial Clothing, Women Clothing/",LP TREND IMLEK.mov_2024-02-02 11:03:08,2024-02-05,7969,3984,7874,1012,2,0.2,0,0,IDR
K | ABO | 02-02-2024 | scale out,"ID/18-44/Balanced/Traditional & Ceremonial Clothing, Women Clothing/",LP TREND IMLEK.mov_2024-02-02 11:03:08,2024-02-06,11670,1945,8606,1356,6,0.44,0,0,IDR
K | ABO | 02-02-2024 | scale out,"ID/18-44/Balanced/Traditional & Ceremonial Clothing, Women Clothing/",LP TREND IMLEK.mov_2024-02-02 11:03:08,2024-02-07,6812,3406,12756,534,2,0.37,1,6812,IDR
K | ABO | 02-02-2024 | scale out,"ID/18-44/Balanced/Traditional & Ceremonial Clothing, Women Clothing/",LP TREND IMLEK.mov_2024-02-02 11:03:08,2024-02-08,6052,3026,15926,380,2,0.53,0,0,IDR
K | ABO | 02-02-2024 | scale out,"ID/18-44/Balanced/Traditional & Ceremonial Clothing, Women Clothing/",LP TREND IMLEK.mov_2024-02-02 11:03:08,2024-02-09,11,0,5500,2,0,0.0,0,0,IDR
K | ABO | 02-02-2024 | scale out,"ID/18-44/Balanced/Traditional & Ceremonial Clothing, Women Clothing/",LP TREND IMLEK.mov_2024-02-02 11:03:08,2024-02-10,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 02-02-2024 | scale out,"ID/18-44/Balanced/Traditional & Ceremonial Clothing, Women Clothing/",LP TREND IMLEK.mov_2024-02-02 11:03:08,2024-02-11,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 02-02-2024 | scale out,"ID/18-44/Balanced/Traditional & Ceremonial Clothing, Women Clothing/",LP TREND IMLEK.mov_2024-02-02 11:03:08,2024-02-12,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 02-02-2024 | scale out,"ID/18-44/Balanced/Traditional & Ceremonial Clothing, Women Clothing/",LP TREND IMLEK.mov_2024-02-02 11:03:08,2024-02-13,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 15-01-2024 | retesting,Ad group 20240115091338,LP Tambah 1 Botol.mov_2024-01-15 09:15:42,2024-01-15,21568,3594,8592,2510,6,0.24,0,0,IDR
K | ABO | 15-01-2024 | retesting,Ad group 20240115091338,LP Tambah 1 Botol.mov_2024-01-15 09:15:42,2024-01-16,77439,2498,10581,7318,31,0.42,0,0,IDR
K | ABO | 15-01-2024 | retesting,Ad group 20240115091338,LP Tambah 1 Botol.mov_2024-01-15 09:15:42,2024-01-17,177102,1753,7329,24164,101,0.42,2,88551,IDR
K | ABO | 15-01-2024 | retesting,Ad group 20240115091338,LP Tambah 1 Botol.mov_2024-01-15 09:15:42,2024-01-18,150433,2549,10844,13872,59,0.43,0,0,IDR
K | ABO | 15-01-2024 | retesting,Ad group 20240115091338,LP Tambah 1 Botol.mov_2024-01-15 09:15:42,2024-01-19,187260,2972,11261,16629,63,0.38,2,93630,IDR
K | ABO | 15-01-2024 | retesting,Ad group 20240115091338,LP Tambah 1 Botol.mov_2024-01-15 09:15:42,2024-01-20,44766,3443,13736,3259,13,0.4,0,0,IDR
K | ABO | 15-01-2024 | retesting,Ad group 20240115091338,LP Tambah 1 Botol.mov_2024-01-15 09:15:42,2024-01-21,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 15-01-2024 | retesting,Ad group 20240115091338,LP Tambah 1 Botol.mov_2024-01-15 09:15:42,2024-01-22,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 15-01-2024 | retesting,Ad group 20240115091338,LP Tambah 1 Botol.mov_2024-01-15 09:15:42,2024-01-23,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 15-01-2024 | retesting,Ad group 20240115091338,LP Tambah 1 Botol.mov_2024-01-15 09:15:42,2024-01-24,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 15-01-2024 | retesting,Ad group 20240115091338,LP Tambah 1 Botol.mov_2024-01-15 09:15:42,2024-01-25,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 15-01-2024 | retesting,Ad group 20240115091338,LP Tambah 1 Botol.mov_2024-01-15 09:15:42,2024-01-26,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 30-01-2024 | scale out,Ad group 20240130012231,LP ZYMUNO MADU APA SIH.mov_2024-01-30 13:24:26,2024-01-30,29781,3722,8813,3379,8,0.24,1,29781,IDR
K | ABO | 30-01-2024 | scale out,Ad group 20240130012231,LP ZYMUNO MADU APA SIH.mov_2024-01-30 13:24:26,2024-01-31,199635,2893,7890,25302,69,0.27,1,199635,IDR
K | ABO | 30-01-2024 | scale out,Ad group 20240130012231,LP ZYMUNO MADU APA SIH.mov_2024-01-30 13:24:26,2024-02-01,348659,2388,9346,37302,146,0.39,5,69731,IDR
K | ABO | 30-01-2024 | scale out,Ad group 20240130012231,LP ZYMUNO MADU APA SIH.mov_2024-01-30 13:24:26,2024-02-02,92971,10330,28846,3223,9,0.28,0,0,IDR
K | ABO | 30-01-2024 | scale out,Ad group 20240130012231,LP ZYMUNO MADU APA SIH.mov_2024-01-30 13:24:26,2024-02-03,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 30-01-2024 | scale out,Ad group 20240130012231,LP ZYMUNO MADU APA SIH.mov_2024-01-30 13:24:26,2024-02-04,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 30-01-2024 | scale out,Ad group 20240130012231,LP ZYMUNO MADU APA SIH.mov_2024-01-30 13:24:26,2024-02-05,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 30-01-2024 | scale out,Ad group 20240130012231,LP ZYMUNO MADU APA SIH.mov_2024-01-30 13:24:26,2024-02-06,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 30-01-2024 | scale out,Ad group 20240130012231,LP ZYMUNO MADU APA SIH.mov_2024-01-30 13:24:26,2024-02-09,0,0,0,0,0,0.0,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 12-03-2024 | Ramadhan,LP-12 MARET BEBAS TANPA OP REV.mov_2024-03-13 08:30:21,2024-03-13,5620,2810,10849,518,2,0.39,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 12-03-2024 | Ramadhan,LP-12 MARET BEBAS TANPA OP REV.mov_2024-03-13 08:30:21,2024-03-14,0,0,0,0,0,0.0,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 12-03-2024 | Ramadhan,LP-12 MARET BEBAS TANPA OP REV.mov_2024-03-13 08:30:21,2024-03-15,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 20-03-2024 | testing,Ad group 20240320111637,LP-12 MARET BEBAS TANPA OP REV.mov_2024-03-20 11:20:20,2024-03-20,66062,3476,16657,3966,19,0.48,1,66062,IDR
K | ABO | 20-03-2024 | testing,Ad group 20240320111637,LP-12 MARET BEBAS TANPA OP REV.mov_2024-03-20 11:20:20,2024-03-21,63805,2454,9708,6572,26,0.4,0,0,IDR
K | ABO | 20-03-2024 | testing,Ad group 20240320111637,LP-12 MARET BEBAS TANPA OP REV.mov_2024-03-20 11:20:20,2024-03-22,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 20-03-2024 | testing,Ad group 20240320111637,LP-12 MARET BEBAS TANPA OP REV.mov_2024-03-20 11:20:20,2024-03-23,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 20-03-2024 | testing,Ad group 20240320111637,LP-12 MARET BEBAS TANPA OP REV.mov_2024-03-20 11:20:20,2024-03-24,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 20-03-2024 | testing,Ad group 20240320111637,LP-12 MARET BEBAS TANPA OP REV.mov_2024-03-20 11:20:20,2024-03-25,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 20-03-2024 | testing,Ad group 20240320111637,LP-12 MARET BEBAS TANPA OP REV.mov_2024-03-20 11:20:20,2024-03-26,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP_ 13 MAR_ MINUM BERPA KALI.mov_LP_13 MAR_JANGAN COBA ZYMUNO.,2024-03-15,80316,2231,8399,9562,36,0.38,2,40158,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP_ 13 MAR_ MINUM BERPA KALI.mov_LP_13 MAR_JANGAN COBA ZYMUNO.,2024-03-16,139006,3475,9572,14521,40,0.28,1,139006,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP_ 13 MAR_ MINUM BERPA KALI.mov_LP_13 MAR_JANGAN COBA ZYMUNO.,2024-03-17,102581,6411,10907,9405,16,0.17,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP_ 13 MAR_ MINUM BERPA KALI.mov_LP_13 MAR_JANGAN COBA ZYMUNO.,2024-03-18,34900,2492,11586,3012,14,0.46,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP_ 13 MAR_ MINUM BERPA KALI.mov_LP_13 MAR_JANGAN COBA ZYMUNO.,2024-03-19,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP_ 13 MAR_ MINUM BERPA KALI.mov_LP_13 MAR_JANGAN COBA ZYMUNO.,2024-03-20,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP_ 13 MAR_ MINUM BERPA KALI.mov_LP_13 MAR_JANGAN COBA ZYMUNO.,2024-03-21,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP_ 13 MAR_ MINUM BERPA KALI.mov_LP_13 MAR_JANGAN COBA ZYMUNO.,2024-03-22,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP_ 13 MAR_ MINUM BERPA KALI.mov_LP_13 MAR_JANGAN COBA ZYMUNO.,2024-03-27,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-08,88631,2859,13206,6711,31,0.46,1,88631,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-09,194311,3736,17640,11015,52,0.47,5,38862,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-10,86084,2968,9538,9025,29,0.32,3,28694,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-11,125250,3578,8887,14093,35,0.25,1,125250,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-12,302689,3831,10146,29832,79,0.26,10,30268,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-13,222150,4113,10242,21690,54,0.25,1,222150,IDR
K | ABO | 08-03-2024 | testing,13 maret 24,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-13,148115,2693,9762,15172,55,0.36,1,148115,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-14,297051,3228,10986,27037,92,0.34,3,99017,IDR
K | ABO | 08-03-2024 | testing,13 maret 24,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-14,234634,4992,13963,16803,47,0.28,0,0,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-15,248300,1812,7807,31803,137,0.43,2,124150,IDR
K | ABO | 08-03-2024 | testing,13 maret 24,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-15,46311,3562,10587,4374,13,0.3,1,46311,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-16,261478,2254,11573,22592,116,0.51,3,87159,IDR
K | ABO | 08-03-2024 | testing,13 maret 24,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-16,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-17,219429,2262,9786,22422,97,0.43,2,109714,IDR
K | ABO | 08-03-2024 | testing,13 maret 24,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-17,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-18,319336,4257,14139,22585,75,0.33,4,79834,IDR
K | ABO | 08-03-2024 | testing,13 maret 24,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-18,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-19,248931,4367,12400,20075,57,0.28,0,0,IDR
K | ABO | 08-03-2024 | testing,13 maret 24,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-19,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-20,64156,8019,14215,4513,8,0.18,1,64156,IDR
K | ABO | 08-03-2024 | testing,13 maret 24,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-20,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-21,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-22,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-23,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-24,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-25,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-03-29,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-04-02,97200,3600,15779,6160,27,0.44,1,97200,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-04-03,225487,2749,19991,11279,82,0.73,7,32212,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-04-04,187005,4921,14383,13001,38,0.29,2,93502,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-04-05,220952,4910,15364,14381,45,0.31,3,73650,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-04-06,167731,3900,12516,13401,43,0.32,1,167731,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-04-07,188877,3563,14404,13112,53,0.4,3,62959,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-04-08,136114,4861,13241,10279,28,0.27,1,136114,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-04-09,181826,4329,13840,13137,42,0.32,0,0,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-04-10,173403,4128,14355,12079,42,0.35,1,173403,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-04-11,79536,3787,15552,5114,21,0.41,1,79536,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-04-12,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-04-13,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-04-14,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-04-15,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-04-16,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 08-03-2024 | testing,Ad group 20240308105838,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-08 10:59:16,2024-04-17,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 09-03-2024 | testing,Ad group 20240309084105,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-09 08:41:49,2024-03-09,100126,2567,12619,7934,39,0.49,1,100126,IDR
K | ABO | 09-03-2024 | testing,Ad group 20240309084105,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-09 08:41:49,2024-03-10,143162,2309,11704,12231,62,0.51,6,23860,IDR
K | ABO | 09-03-2024 | testing,Ad group 20240309084105,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-09 08:41:49,2024-03-11,112112,2491,9296,12060,45,0.37,2,56056,IDR
K | ABO | 09-03-2024 | testing,Ad group 20240309084105,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-09 08:41:49,2024-03-12,222261,2525,9506,23379,88,0.38,2,111130,IDR
K | ABO | 09-03-2024 | testing,Ad group 20240309084105,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-09 08:41:49,2024-03-13,248329,2410,8456,29366,103,0.35,0,0,IDR
K | ABO | 09-03-2024 | testing,Ad group 20240309084105,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-09 08:41:49,2024-03-14,241118,2363,10067,23951,102,0.43,3,80372,IDR
K | ABO | 09-03-2024 | testing,Ad group 20240309084105,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-09 08:41:49,2024-03-15,62928,1463,6551,9605,43,0.45,1,62928,IDR
K | ABO | 09-03-2024 | testing,Ad group 20240309084105,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-09 08:41:49,2024-03-16,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 09-03-2024 | testing,Ad group 20240309084105,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-09 08:41:49,2024-03-17,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 09-03-2024 | testing,Ad group 20240309084105,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-09 08:41:49,2024-03-18,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 09-03-2024 | testing,Ad group 20240309084105,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-09 08:41:49,2024-03-19,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 09-03-2024 | testing,Ad group 20240309084105,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-09 08:41:49,2024-03-27,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 09-03-2024 | testing,Ad group 20240309084105,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-09 08:41:49,2024-04-02,116581,2379,13570,8591,49,0.57,1,116581,IDR
K | ABO | 09-03-2024 | testing,Ad group 20240309084105,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-09 08:41:49,2024-04-03,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 09-03-2024 | testing,Ad group 20240309084105,LP_ 7 MAR_ STICH INI PENIPUAN YA .mov_2024-03-09 08:41:49,2024-04-04,0,0,0,0,0,0.0,0,0,IDR
